Year,Country,Customer Name,Email,Phone Number,Job Requested,Response Time,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2024,Zambia,Nancy Smith,simpsonjames@example.com,3644010114,Inquiring about Events,"(24,)",No,/index.html,377.47028709974296,Debit Card,Failed,7
2023,USA,Vincent Bullock,daniel08@example.org,6699024969,Chatting with Sales Representative,"(41,)",Yes,/event.php,288.47960135968606,Debit Card,Failed,5
2022,Spain,Sabrina Smith,joseph33@example.net,724.257.9906x479,Chatting with Sales Representative,"(14,)",Yes,/scheduledemo.php,444.3764400953989,Bank Transfer,Pending,5
2022,USA,Stephanie Zimmerman,perezkim@example.net,+1-565-372-9315x14092,Scheduled Demo,"(6,)",No,/event.php,102.00980270343231,Debit Card,Failed,7
2024,Australia,Melissa Simmons,kevin36@example.org,(07)-4687-5150,Inquiring about Events,"(21,)",No,/images/events.jpg,102.67482974219284,Credit Card,Failed,5
2024,Netherlands,Melissa Campbell,david39@example.org,359-991-2621x000,Chatting with Sales Representative,"(15,)",Yes,/scheduledemo.php,394.28694851900457,PayPal,Resolved,6
2023,India,Jason Martin,nortonchristian@example.net,01498643357,Scheduled Demo,"(23,)",Yes,/index.html,477.3825207645964,Debit Card,Resolved,4
2023,UK,Kylie Trujillo,stephen69@example.com,789.878.0723x614,Inquiring about Events,"(41,)",Yes,/images/events.jpg,168.4652639637369,Credit Card,Resolved,6
2025,Germany,Thomas Howe,tgarrison@example.net,+49(0)4313 906761,AI-Powered Virtual Assistant,"(58,)",No,/images/events.jpg,351.6949704172356,PayPal,Pending,3
2022,Germany,Joseph Griffith,jeffreysanchez@example.com,0331125950,Prototyping solutions,"(39,)",No,/images/events.jpg,149.09632724012425,PayPal,Pending,3
2022,Portugal,Kristi Pena,scott48@example.org,645-552-4104x914,AI-Powered Virtual Assistant,"(55,)",Yes,/scheduledemo.php,219.31256667417713,Credit Card,Pending,7
2025,Canada,Megan Caldwell,johnsondawn@example.org,+1 (631) 380-6401,Scheduled Demo,"(12,)",Yes,/event.php,451.2463646702521,Credit Card,Pending,6
2024,India,Jamie Benjamin,michaelmccarthy@example.com,4035365766,AI-Powered Virtual Assistant,"(39,)",Yes,/images/events.jpg,161.0559414501903,PayPal,Failed,6
2023,Netherlands,Terry Montgomery,harperlisa@example.net,968.703.9629,Scheduled Demo,"(25,)",Yes,/event.php,186.5186373003974,PayPal,Resolved,7
2024,India,Crystal Austin,jwilliams@example.net,0972747725,Chatting with Sales Representative,"(14,)",Yes,/event.php,110.54108316885846,Bank Transfer,Resolved,6
2022,Portugal,Thomas Howard,ronniedavis@example.com,+1-902-901-9853x86600,AI-Powered Virtual Assistant,"(12,)",Yes,/images/events.jpg,107.13550854539507,Debit Card,Failed,7
2024,Portugal,Kathleen Perez,ameyers@example.org,(523)334-7777x559,Prototyping solutions,"(13,)",Yes,/scheduledemo.php,166.6829318599154,Bank Transfer,Failed,7
2023,Zimbabwe,Jesse Davis,meagangreen@example.net,001-995-985-5875x4598,Prototyping solutions,"(36,)",No,/images/events.jpg,198.275822029379,PayPal,Pending,7
2023,China,Mary White,nathan36@example.org,13165005157,Scheduled Demo,"(7,)",No,/index.html,287.49274519724474,Credit Card,Resolved,7
2022,Jamaica,Jason Wilkins,paynedaniel@example.org,+1-955-311-3271x0533,Chatting with Sales Representative,"(37,)",No,/index.html,498.4842564631621,Credit Card,Resolved,3
2023,India,Tricia Clayton,michael45@example.com,7275642268,Prototyping solutions,"(9,)",Yes,/event.php,325.75201489882,Credit Card,Pending,7
2025,UK,Jesse Brown,perryrobert@example.com,946-935-1212,Chatting with Sales Representative,"(27,)",Yes,/scheduledemo.php,455.7728410551525,Debit Card,Resolved,4
2022,Russia,Christina Wood,yponce@example.org,8 (361) 896-8186,Chatting with Sales Representative,"(1,)",No,/event.php,175.56393793984938,Bank Transfer,Failed,4
2024,Germany,Amanda King,umartinez@example.org,+49 (0) 3775 352404,Scheduled Demo,"(57,)",Yes,/index.html,355.1913853100657,Credit Card,Resolved,4
2022,France,Melissa Abbott,ogriffin@example.net,0344602585,Prototyping solutions,"(43,)",No,/scheduledemo.php,391.4232051513905,Credit Card,Resolved,3
2022,Canada,Megan Oliver,murphybrittany@example.net,747-490-6294 x493,Inquiring about Events,"(49,)",Yes,/event.php,190.7072564175458,PayPal,Failed,5
2023,Japan,Bonnie Small,tdavila@example.net,080-4436-6067,Scheduled Demo,"(54,)",No,/event.php,282.1665315464661,Debit Card,Pending,3
2023,Russia,Kayla Robinson,ricky04@example.net,+77559696101,Prototyping solutions,"(4,)",No,/scheduledemo.php,465.3544112287284,Debit Card,Failed,6
2025,UK,Daniel Newman,samantha12@example.org,(655)485-6231x75477,AI-Powered Virtual Assistant,"(2,)",Yes,/images/events.jpg,217.21335508446575,Debit Card,Resolved,7
2024,France,Shawn Mendez,stefaniejones@example.org,0586079301,Prototyping solutions,"(27,)",Yes,/images/events.jpg,398.49929616521797,Debit Card,Resolved,5
2025,Zambia,James Miller,dmckinney@example.net,(811)443-5711x8527,Software Assistance,"(14,)",No,/images/events.jpg,456.7337472597882,PayPal,Pending,6
2022,France,Oscar Kelly,carolyncarter@example.com,0483154442,Inquiring about Events,"(46,)",Yes,/event.php,468.5647875134814,Debit Card,Resolved,3
2023,Zambia,John Mckee,cheryl94@example.net,+1-484-483-9058x396,Prototyping solutions,"(13,)",No,/prototype.php,435.35261543275277,Credit Card,Failed,5
2023,Japan,Kristine Gilbert,laurieberry@example.net,75-8621-1605,Scheduled Demo,"(45,)",No,/images/events.jpg,343.219938774087,Bank Transfer,Failed,6
2022,Portugal,Lisa Thomas,gstewart@example.org,744.659.5919,Chatting with Sales Representative,"(56,)",Yes,/images/events.jpg,321.50922883671865,PayPal,Resolved,7
2024,Russia,Lorraine Castro,mathew04@example.net,80489323728,Chatting with Sales Representative,"(11,)",Yes,/event.php,354.75312702143015,Debit Card,Pending,4
2025,Canada,Lisa Hale,andre82@example.net,703-073-0086,Inquiring about Events,"(26,)",No,/index.html,313.5065156906306,Credit Card,Failed,3
2022,UK,Gloria Gibson,justin29@example.net,(229)753-5584,Chatting with Sales Representative,"(56,)",No,/scheduledemo.php,334.9907599996384,Bank Transfer,Pending,5
2025,Zambia,Robert Cooper,yesenia60@example.com,001-529-375-1565x12313,AI-Powered Virtual Assistant,"(16,)",No,/images/events.jpg,312.0070165539976,Debit Card,Failed,6
2022,USA,Shannon Evans,traciwilliams@example.org,(213)560-6197,Scheduled Demo,"(2,)",Yes,/prototype.php,197.2645501958554,PayPal,Resolved,6
2022,Zimbabwe,Robert Johnson,gmorris@example.com,001-656-768-0980x68159,AI-Powered Virtual Assistant,"(4,)",Yes,/event.php,119.12734718315257,Credit Card,Pending,5
2022,UK,Robin Castillo,moliver@example.net,+1-392-981-0320,Scheduled Demo,"(3,)",Yes,/scheduledemo.php,152.56422842658168,Debit Card,Resolved,3
2024,Australia,Jennifer Lee,karlbishop@example.net,78280934,Software Assistance,"(59,)",No,/images/events.jpg,212.42309295875845,Bank Transfer,Pending,7
2025,India,Leah Wilkerson,veronica82@example.org,4898493017,Chatting with Sales Representative,"(35,)",Yes,/prototype.php,487.17574049713465,Debit Card,Failed,5
2022,USA,Anthony Parker,nicole55@example.com,(523)459-5339,Scheduled Demo,"(55,)",No,/scheduledemo.php,488.6296634174818,Bank Transfer,Pending,7
2025,Spain,Michelle Schmidt,rgomez@example.com,262-483-5886,Prototyping solutions,"(28,)",No,/index.html,373.0046847134697,Debit Card,Pending,4
2024,Zimbabwe,Christopher Green,kaitlyn66@example.net,(470)279-6687x5317,Prototyping solutions,"(50,)",Yes,/scheduledemo.php,483.6242359205738,Bank Transfer,Failed,4
2023,Australia,Steven Turner,osbornekristen@example.net,+61.498.065.729,Inquiring about Events,"(42,)",No,/index.html,376.1619184420977,PayPal,Resolved,4
2024,Portugal,Kenneth Gallagher,andrea71@example.com,985.300.7652,AI-Powered Virtual Assistant,"(22,)",Yes,/event.php,107.4264187886742,Bank Transfer,Resolved,7
2024,Zimbabwe,Gerald Dillon,quinnkyle@example.com,+1-905-627-6112,Inquiring about Events,"(53,)",No,/index.html,337.5545904889266,Credit Card,Pending,4
2023,Germany,Bradley Collins,hubbardbrandon@example.org,+49(0)8532531864,Scheduled Demo,"(44,)",No,/prototype.php,339.01412619844285,Bank Transfer,Resolved,5
2024,China,Emily Collins,alexandradavis@example.net,14579957966,Software Assistance,"(23,)",No,/images/events.jpg,259.8332742950963,PayPal,Failed,3
2023,Spain,William Smith,shermanzachary@example.org,001-421-554-2884x420,Inquiring about Events,"(25,)",No,/event.php,470.23432343510916,Credit Card,Pending,6
2022,Canada,Gary Martinez,hking@example.net,1-732-342-2127,Software Assistance,"(56,)",Yes,/images/events.jpg,413.7206842681831,Debit Card,Failed,3
2025,Japan,Janice Weber,heatherwilson@example.com,080-6548-0519,Inquiring about Events,"(24,)",No,/images/events.jpg,283.4122876156134,Debit Card,Resolved,5
2022,Germany,Rebecca Marsh,cynthia22@example.org,+49(0)1831753247,AI-Powered Virtual Assistant,"(21,)",No,/scheduledemo.php,124.1552610979889,Debit Card,Pending,4
2022,Zimbabwe,Margaret Carrillo,denisealexander@example.org,3699206643,Scheduled Demo,"(16,)",Yes,/event.php,217.6653883721088,Credit Card,Failed,3
2022,India,Gabriela Tucker,joe12@example.com,+913138163423,Software Assistance,"(20,)",Yes,/images/events.jpg,414.1905444105069,Credit Card,Resolved,3
2025,Netherlands,Dustin Williams,kathy00@example.com,284-681-8446,Software Assistance,"(48,)",No,/images/events.jpg,208.6376843187099,Debit Card,Failed,5
2025,Spain,Carolyn Carter MD,jamescampbell@example.com,+1-450-697-2282x36929,Chatting with Sales Representative,"(26,)",No,/prototype.php,454.30464028454185,Debit Card,Resolved,4
2025,UK,Norman Ellison,crystaldennis@example.net,968-666-2429x03289,Scheduled Demo,"(51,)",No,/index.html,284.3570995222658,Bank Transfer,Pending,3
2025,India,Elizabeth Anderson,morgansarah@example.org,08465151660,Software Assistance,"(34,)",No,/scheduledemo.php,329.1050694126475,Bank Transfer,Resolved,4
2024,Jamaica,Patrick Petty,davidmarshall@example.com,258.668.7569x80274,Chatting with Sales Representative,"(2,)",No,/images/events.jpg,127.66009140075005,Bank Transfer,Failed,6
2023,Australia,Michael Williams,alexandercastillo@example.org,(02)-8678-2859,Prototyping solutions,"(33,)",No,/index.html,432.14769314803266,PayPal,Failed,6
2024,Zambia,Tamara Simmons,anne84@example.org,(758)823-4085x90786,AI-Powered Virtual Assistant,"(30,)",No,/index.html,389.19503579740433,Debit Card,Resolved,3
2025,Spain,Eric Green,ahogan@example.org,690-879-7141x9441,Prototyping solutions,"(45,)",Yes,/event.php,447.4414290787573,PayPal,Pending,7
2025,Russia,Dr. Thomas King,tiffanymorrow@example.org,+73403804334,Software Assistance,"(47,)",Yes,/prototype.php,412.70586001283914,PayPal,Failed,3
2023,Netherlands,Michael Jones,scott18@example.net,(887)487-7308x17560,Inquiring about Events,"(19,)",Yes,/images/events.jpg,355.5081798010242,Debit Card,Resolved,6
2024,USA,Isaac Peters,adamrodriguez@example.org,305-456-6107x8772,Software Assistance,"(45,)",No,/event.php,203.75287353314545,Credit Card,Pending,6
2022,Brazil,William Stein,kayla41@example.org,+55 41 6533 8245,AI-Powered Virtual Assistant,"(3,)",No,/index.html,438.5859244495493,Debit Card,Failed,7
2023,Canada,Matthew Montes,ryangreen@example.com,(536) 037-9427,Scheduled Demo,"(4,)",Yes,/scheduledemo.php,423.0849301977505,Debit Card,Resolved,6
2025,Germany,Stuart Ellis,lisawright@example.net,+49(0)6863323397,Software Assistance,"(50,)",No,/images/events.jpg,122.74041252931123,Bank Transfer,Pending,3
2025,Australia,Shirley Finley,sharon51@example.org,0450-732-741,Inquiring about Events,"(60,)",No,/images/events.jpg,153.85338973051162,PayPal,Pending,7
2024,China,Todd Smith,amandaflores@example.org,13985208043,Chatting with Sales Representative,"(3,)",No,/images/events.jpg,264.65256684354415,PayPal,Failed,6
2022,Australia,Karla Phillips,reynoldsmichael@example.org,+61-403-574-722,Scheduled Demo,"(29,)",No,/prototype.php,340.24791149945736,Debit Card,Pending,7
2023,UK,Jill Erickson,garzajoann@example.net,(223)969-6128,Inquiring about Events,"(19,)",Yes,/event.php,394.9295958533992,Credit Card,Pending,5
2025,Jamaica,Mitchell Patel,yhudson@example.net,+1-576-708-2495,AI-Powered Virtual Assistant,"(25,)",No,/images/events.jpg,140.0682168954209,Debit Card,Failed,3
2025,Zambia,Brenda Williamson,johnhoward@example.org,001-794-449-4819x0965,Scheduled Demo,"(35,)",No,/images/events.jpg,264.8829662705645,Debit Card,Pending,4
2025,Netherlands,Victoria Williams,rossjason@example.org,484-290-2928x1268,Prototyping solutions,"(35,)",Yes,/images/events.jpg,184.857314704541,PayPal,Resolved,3
2025,Jamaica,Madeline Zhang,tflores@example.net,001-516-296-2730x0472,Inquiring about Events,"(38,)",Yes,/prototype.php,241.02126961132288,Bank Transfer,Resolved,7
2025,Zambia,Kathy Tran,vargasbenjamin@example.net,995.994.8730,Scheduled Demo,"(1,)",Yes,/prototype.php,322.47884401916207,Bank Transfer,Failed,5
2023,Australia,Amanda Gordon,denisejohnson@example.net,+61773991167,Prototyping solutions,"(52,)",No,/scheduledemo.php,315.4303032712247,Bank Transfer,Pending,7
2025,Japan,Carl Miller,ashley48@example.org,080-3737-1989,Chatting with Sales Representative,"(19,)",Yes,/index.html,403.02696428362947,Debit Card,Failed,7
2023,Japan,Matthew Hernandez,yuchristopher@example.org,090-6801-4444,Prototyping solutions,"(24,)",Yes,/event.php,443.8349627536956,PayPal,Resolved,3
2023,Canada,Mary Butler,jacksonmatthew@example.com,1-620-968-0621,Prototyping solutions,"(49,)",No,/prototype.php,335.366794957232,Credit Card,Failed,7
2022,Netherlands,Carolyn Frank,jeffreyyoung@example.com,001-200-620-0190,Software Assistance,"(27,)",Yes,/scheduledemo.php,381.3132073096076,Bank Transfer,Failed,5
2023,Jamaica,Stephanie Burton,bendererin@example.org,(703)899-5100x5272,Chatting with Sales Representative,"(55,)",Yes,/event.php,402.8327886116807,Debit Card,Failed,7
2025,UK,David Nelson,lstein@example.net,422-553-2627x21324,AI-Powered Virtual Assistant,"(58,)",Yes,/event.php,238.03468376322044,PayPal,Resolved,6
2025,Germany,Marcus Clark,eward@example.net,(01232) 43748,Chatting with Sales Representative,"(43,)",Yes,/scheduledemo.php,257.3218270455365,Bank Transfer,Pending,4
2023,France,Aaron Duncan,alicia73@example.net,+33 (0)5 49 30 31 03,Prototyping solutions,"(30,)",No,/images/events.jpg,175.22997146552393,Bank Transfer,Failed,5
2022,Russia,Laura Rangel,pmills@example.net,+7 324 777 52 62,Prototyping solutions,"(56,)",Yes,/index.html,212.74091607318718,Debit Card,Resolved,4
2025,Japan,Mrs. Melissa Tran,srowe@example.com,090-9496-5711,Software Assistance,"(24,)",No,/images/events.jpg,359.67590145545296,PayPal,Failed,5
2022,Germany,Antonio Snyder,hollymaxwell@example.net,+49(0)5656 67716,Prototyping solutions,"(7,)",No,/images/events.jpg,130.0091956285454,PayPal,Failed,5
2023,Jamaica,Jacqueline Osborn,leonardmatthew@example.org,001-939-668-1787x973,Chatting with Sales Representative,"(15,)",Yes,/index.html,421.3699955905853,Credit Card,Resolved,3
2024,Russia,Melanie Fox,adammichael@example.net,+7 372 143 13 69,Prototyping solutions,"(44,)",Yes,/scheduledemo.php,476.79707611118596,Credit Card,Resolved,3
2025,Portugal,Jennifer Fox,lunateresa@example.org,2713886878,Scheduled Demo,"(9,)",No,/event.php,114.49267814295783,Credit Card,Resolved,3
2023,Zambia,Gary Rodriguez,lewispatrick@example.com,231-735-8006x83577,Inquiring about Events,"(56,)",No,/index.html,283.43930149322443,PayPal,Failed,3
2024,Portugal,Tami Myers,lindamcmahon@example.org,001-435-669-1712x52105,Software Assistance,"(22,)",Yes,/event.php,339.31482234916587,Credit Card,Failed,5
2025,Brazil,Robert Clay,madelinemorgan@example.net,+55 (071) 4564-1801,Scheduled Demo,"(11,)",No,/event.php,447.20368518039453,PayPal,Failed,3
2022,Zimbabwe,Lisa Chambers,chenry@example.org,217-993-1143,AI-Powered Virtual Assistant,"(49,)",Yes,/scheduledemo.php,122.03423268109042,Debit Card,Pending,7
2022,Portugal,Kevin Carey,timothy89@example.org,(926)858-6915,Prototyping solutions,"(13,)",No,/scheduledemo.php,353.8036431942985,PayPal,Pending,3
2024,Zambia,Breanna Shannon,stevenscott@example.org,(761)476-9683,Prototyping solutions,"(36,)",No,/scheduledemo.php,455.2399458535603,Credit Card,Pending,4
2022,Russia,Tara Rodriguez,linda40@example.com,83693464751,Prototyping solutions,"(7,)",Yes,/event.php,498.3728608847582,Bank Transfer,Resolved,4
2025,Spain,Anita Jordan,jefferyholmes@example.net,(312)297-9125,Scheduled Demo,"(32,)",No,/images/events.jpg,101.46635424968116,Debit Card,Failed,5
2022,Russia,Wesley Frye,sandraalexander@example.org,8 (351) 856-88-63,Chatting with Sales Representative,"(9,)",Yes,/event.php,399.75132656012596,Bank Transfer,Resolved,4
2023,Canada,Brett Norris,anthonyreilly@example.com,(873) 945-5359,AI-Powered Virtual Assistant,"(24,)",Yes,/prototype.php,222.91432636832175,Credit Card,Failed,4
2025,Canada,Melissa Logan,bartlettstephanie@example.net,373-906-6398,Software Assistance,"(36,)",No,/event.php,172.3010728794244,Bank Transfer,Pending,3
2022,Russia,Jonathan Case,hulllaura@example.org,+7 (848) 404-83-23,Chatting with Sales Representative,"(26,)",Yes,/images/events.jpg,207.59870092943768,Credit Card,Pending,6
2023,Russia,April Johnson,lisa14@example.net,8 (233) 169-7138,Scheduled Demo,"(43,)",Yes,/event.php,174.47416309229067,Credit Card,Failed,3
2023,Jamaica,Mary Bailey,caitlynfranco@example.com,001-695-793-8021x8083,Prototyping solutions,"(57,)",Yes,/images/events.jpg,283.3539564222483,Bank Transfer,Pending,4
2025,USA,Kelly Mckee,dustin40@example.com,381.873.1208,Scheduled Demo,"(20,)",Yes,/prototype.php,100.8107465239627,Bank Transfer,Resolved,3
2022,Canada,Tyler Holland,scottwolf@example.org,725.242.4011,AI-Powered Virtual Assistant,"(4,)",Yes,/prototype.php,369.78887209755715,Bank Transfer,Failed,4
2025,Jamaica,Teresa Haley,brookesantiago@example.com,204.630.9145,AI-Powered Virtual Assistant,"(46,)",No,/prototype.php,342.7632355155996,Bank Transfer,Failed,5
2024,Zambia,Melissa Barton,jessicajones@example.net,001-909-414-4144x95264,Chatting with Sales Representative,"(3,)",Yes,/prototype.php,323.15280673988195,Credit Card,Pending,3
2022,Brazil,Frank Villa,osborneandrea@example.org,+55 (041) 8357 3811,Scheduled Demo,"(36,)",No,/prototype.php,410.02697962926624,Credit Card,Failed,3
2022,USA,Hannah Henderson,kevin05@example.org,868.628.2442x80872,Software Assistance,"(35,)",No,/index.html,161.6845804593379,PayPal,Resolved,5
2022,Japan,Thomas Jones,pattonmatthew@example.com,080-8941-6050,Software Assistance,"(53,)",Yes,/event.php,262.3148667019916,PayPal,Failed,7
2025,Jamaica,Mark Jackson,connorjones@example.org,9182448068,AI-Powered Virtual Assistant,"(26,)",No,/scheduledemo.php,359.9263987404639,Debit Card,Resolved,7
2024,Spain,Joseph Bowers,freemantravis@example.net,+1-374-270-4685,AI-Powered Virtual Assistant,"(42,)",Yes,/images/events.jpg,203.68281781594612,Debit Card,Failed,5
2025,Zambia,Joseph Walters,klivingston@example.net,+1-566-549-3147x6912,Chatting with Sales Representative,"(5,)",Yes,/prototype.php,460.77850904389334,Debit Card,Resolved,4
2024,France,Tara Flores,millerbrent@example.org,+33 (0)3 89 09 07 86,AI-Powered Virtual Assistant,"(14,)",No,/prototype.php,141.00179596557152,Credit Card,Pending,7
2022,Russia,Sandra Hunter,sandrarogers@example.org,8 (070) 523-39-03,Chatting with Sales Representative,"(37,)",Yes,/index.html,250.1512646756277,Credit Card,Pending,6
2022,UK,Tiffany Huynh,xwest@example.com,658.939.7617x8199,Chatting with Sales Representative,"(32,)",No,/images/events.jpg,375.2631669788641,Debit Card,Failed,4
2025,Russia,Jonathan Vaughn,hduke@example.org,8 415 134 4933,Chatting with Sales Representative,"(1,)",No,/prototype.php,136.98615433632455,Credit Card,Resolved,5
2025,China,Laura Joseph,stephanie34@example.net,15632084759,Software Assistance,"(49,)",Yes,/prototype.php,199.25888839165142,Bank Transfer,Resolved,6
2022,UK,Ryan Cole,lucas01@example.com,001-871-646-4866,Software Assistance,"(21,)",Yes,/images/events.jpg,146.4911511434051,Credit Card,Resolved,3
2022,India,Samantha Randall,brian22@example.com,09123504075,AI-Powered Virtual Assistant,"(42,)",No,/prototype.php,291.2116649608334,PayPal,Resolved,6
2022,USA,Jessica Mitchell,matthewjones@example.net,(901)719-5985,Prototyping solutions,"(52,)",No,/event.php,216.24569611480592,Bank Transfer,Pending,3
2023,Spain,Stacy Yoder,parkercarolyn@example.net,999-978-4318x49526,Chatting with Sales Representative,"(20,)",No,/event.php,188.27284268677784,PayPal,Failed,6
2022,India,John Flynn,michael58@example.com,+912528047393,Chatting with Sales Representative,"(7,)",Yes,/event.php,349.6062770415765,Debit Card,Resolved,6
2022,Canada,Christina Diaz,iperry@example.net,766 280 4210,Scheduled Demo,"(45,)",Yes,/prototype.php,292.6256765319165,Bank Transfer,Failed,7
2025,USA,Julie Lee,christie24@example.com,569-234-3087x41877,Scheduled Demo,"(57,)",No,/images/events.jpg,378.0094921604637,Debit Card,Pending,5
2025,Brazil,Jordan Shepherd,ericaalvarez@example.net,51 6495 9650,Prototyping solutions,"(18,)",No,/event.php,264.1637185844827,Credit Card,Resolved,5
2022,Australia,Christian Brown,rsharp@example.net,(02)87274755,Software Assistance,"(21,)",No,/index.html,337.13984369524184,Debit Card,Pending,4
2023,Australia,Mikayla Garner,nhall@example.com,03 4569 6175,Prototyping solutions,"(57,)",Yes,/scheduledemo.php,212.88062269883335,Bank Transfer,Failed,4
2024,Spain,Abigail Robinson,christopher17@example.net,393-777-1059,Prototyping solutions,"(53,)",No,/prototype.php,131.766059190356,Credit Card,Failed,7
2024,Australia,Erika Hatfield,hoffmanchristopher@example.net,+61.422.568.037,Prototyping solutions,"(18,)",No,/scheduledemo.php,204.63450216620788,PayPal,Resolved,6
2022,Russia,Matthew Clark,uswanson@example.net,+7 784 647 5270,AI-Powered Virtual Assistant,"(25,)",Yes,/index.html,394.5038487775445,Debit Card,Failed,3
2022,Spain,Elizabeth Richardson,nancy95@example.net,+1-804-840-0543,Scheduled Demo,"(22,)",No,/images/events.jpg,149.1474850788891,PayPal,Failed,5
2023,Netherlands,Karen Bradford,gonzalezdaniel@example.net,633-642-4351x564,Scheduled Demo,"(15,)",Yes,/images/events.jpg,273.2414831786672,PayPal,Failed,6
2022,Canada,Ivan Edwards,margaretbaker@example.com,1-732-580-2769,Scheduled Demo,"(29,)",Yes,/images/events.jpg,311.29805263468586,Debit Card,Resolved,6
2025,Jamaica,Donna Davenport,wendy97@example.com,994.236.8609x683,Prototyping solutions,"(16,)",No,/prototype.php,499.3021855037137,Debit Card,Resolved,6
2024,India,Denise Rose,brandonlucero@example.com,02174937987,Software Assistance,"(23,)",No,/index.html,287.70229656170943,Credit Card,Failed,3
2025,India,David Hart,paulrhonda@example.com,+915741640264,Chatting with Sales Representative,"(5,)",No,/event.php,467.6397385339529,Credit Card,Resolved,6
2023,Jamaica,Kendra Newman,tpaul@example.net,5023912937,Software Assistance,"(54,)",Yes,/scheduledemo.php,272.76520794410976,Debit Card,Failed,7
2022,Netherlands,Barbara Hancock,vyoung@example.org,927-484-6401,Chatting with Sales Representative,"(56,)",No,/prototype.php,320.4469827488389,Bank Transfer,Failed,4
2023,Brazil,Mark Rivera,tara66@example.net,+55 41 9442-2378,Software Assistance,"(43,)",No,/prototype.php,467.9181713361054,Bank Transfer,Pending,3
2023,Netherlands,Courtney Smith,jparker@example.com,+1-308-941-1308x9634,Chatting with Sales Representative,"(19,)",Yes,/scheduledemo.php,247.29726728411086,PayPal,Pending,3
2023,France,Dennis Hancock,simmonsvanessa@example.org,0749643396,Prototyping solutions,"(60,)",Yes,/event.php,166.7542168706935,PayPal,Failed,6
2023,Zambia,Gregory Carr,caroline60@example.com,955.734.4525x04967,Software Assistance,"(46,)",Yes,/index.html,175.64019660123228,Credit Card,Pending,3
2023,Australia,Tracie Scott,ureynolds@example.net,(02) 7702 0358,Software Assistance,"(42,)",Yes,/prototype.php,140.84538536307105,Credit Card,Failed,3
2025,Zimbabwe,Sarah Garcia,darinmartinez@example.com,961.998.4882,Chatting with Sales Representative,"(20,)",Yes,/prototype.php,193.00761715314917,Credit Card,Resolved,4
2025,Zambia,Charles Robinson,aliciatucker@example.org,001-727-507-0869x400,Scheduled Demo,"(49,)",Yes,/scheduledemo.php,333.58083295923296,Credit Card,Failed,7
2022,China,Erica Johnson,jmiller@example.net,15060282638,Inquiring about Events,"(36,)",No,/index.html,455.76804808532444,Debit Card,Failed,3
2022,France,Nathan Riddle,qhunter@example.net,0238528249,Prototyping solutions,"(23,)",No,/prototype.php,204.50475027157697,Credit Card,Failed,5
2024,Brazil,Samantha French,john39@example.com,(051) 3602-0885,Chatting with Sales Representative,"(40,)",No,/event.php,200.90877287076117,PayPal,Failed,5
2022,Japan,Erica Rivera,olivia25@example.net,72-7446-1044,Inquiring about Events,"(60,)",No,/images/events.jpg,411.6828159974309,PayPal,Pending,7
2022,France,Amy Holmes,karenhardy@example.org,01 41 47 55 57,Prototyping solutions,"(43,)",No,/prototype.php,452.8575106048058,Debit Card,Pending,4
2022,Portugal,Ronald Campbell,katiestevens@example.org,(489)224-8054x95118,Scheduled Demo,"(52,)",No,/scheduledemo.php,382.5126298289154,Bank Transfer,Pending,5
2025,Netherlands,Jessica Taylor,fbishop@example.net,420.495.7993x02081,Scheduled Demo,"(29,)",Yes,/index.html,374.85171696475976,Credit Card,Resolved,7
2023,Zambia,Russell Nichols,tina98@example.net,458.329.6509x5631,Software Assistance,"(52,)",No,/event.php,306.72577673446574,Bank Transfer,Resolved,7
2025,Portugal,Tabitha Leon,ysanchez@example.net,(617)901-2596x4508,AI-Powered Virtual Assistant,"(35,)",Yes,/index.html,414.7656111543998,Credit Card,Failed,5
2022,Jamaica,Cynthia Dixon,christy56@example.com,(777)495-9275x18694,AI-Powered Virtual Assistant,"(5,)",No,/images/events.jpg,171.32203230870692,Bank Transfer,Failed,6
2022,Zimbabwe,Stacey Villarreal,christopherkramer@example.net,(746)257-3700,Chatting with Sales Representative,"(26,)",No,/images/events.jpg,185.27687018435697,Credit Card,Resolved,5
2022,Zimbabwe,Cynthia Adams,yrobinson@example.org,+1-489-215-9668x938,Scheduled Demo,"(57,)",No,/index.html,342.95780117859283,Debit Card,Failed,6
2025,Netherlands,Nicholas Williams,adambriggs@example.net,451-823-4023x274,AI-Powered Virtual Assistant,"(15,)",No,/images/events.jpg,381.2814940300446,PayPal,Resolved,3
2022,Spain,Chloe Anderson,crobinson@example.org,(526)375-4950x61903,Scheduled Demo,"(47,)",Yes,/index.html,494.47057812713354,Bank Transfer,Pending,3
2023,Zambia,Brian Hartman,ytorres@example.net,273.633.4455x63823,Software Assistance,"(51,)",Yes,/index.html,217.31030324090415,Bank Transfer,Pending,5
2025,Australia,Douglas Freeman,eholmes@example.com,+61-3-3612-6406,Inquiring about Events,"(31,)",No,/scheduledemo.php,300.3089939974143,Debit Card,Pending,3
2022,India,Chad Miller,butlernicholas@example.org,+919712035000,Prototyping solutions,"(25,)",Yes,/event.php,242.27670076929613,Debit Card,Failed,4
2024,Netherlands,Michael Frank,paigebrown@example.org,868.994.7148x6179,Inquiring about Events,"(42,)",Yes,/images/events.jpg,312.413356016981,Credit Card,Failed,6
